ID	DOCULECT	CONCEPT	TOKENS
3840	wold-Romanian	finish	a + s f ɨ r ʃʲ
3841	wold-Romanian	finish	a + t e r m i n a
3842	wold-Romanian	finish	a + i s p r ə vʲ
3843	wold-Romanian	cease	a + ɨ n tʃ e t a
3844	wold-Romanian	cease	a + s e + o p rʲ
3845	wold-Romanian	ready	g a t a
3846	wold-Romanian	always	m e r e u
3847	wold-Romanian	always	ɨ n t o t d e a u n a
3848	wold-Romanian	often	d e s
3849	wold-Romanian	often	a d e s e o rʲ
3850	wold-Romanian	often	a d e s e a
3851	wold-Romanian	sometimes	k ɨ t e o d a t ə
3852	wold-Romanian	sometimes	u n e o rʲ
3853	wold-Romanian	soon	k u r ɨ n d
3854	wold-Romanian	foralongtime	ɨ n d e l u ŋ g
3855	wold-Romanian	foralongtime	m u l t + t i m p
3856	wold-Romanian	never	n i tʃ i o d a t ə
3857	wold-Romanian	never	n i tʃ i k ɨ n d
3858	wold-Romanian	again	i a r ə ʃʲ
3859	wold-Romanian	again	ɨ n k ə + o + d a t ə
3860	wold-Romanian	again	d i n + n o u
3861	wold-Romanian	day24hours	z i
3862	wold-Romanian	night	n o a p t e
3863	wold-Romanian	dawn	z o rʲ
3864	wold-Romanian	dawn	a u r o r ə
3865	wold-Romanian	morning	d i m i n e a ts ə
3866	wold-Romanian	midday	a m i a z ə
3867	wold-Romanian	afternoon	d u p ə a m i a z ə
3868	wold-Romanian	evening	s e a r ə
3869	wold-Romanian	today	a zʲ
3870	wold-Romanian	today	a s t ə zʲ
3871	wold-Romanian	tomorrow	m ɨ i n e
3872	wold-Romanian	dayaftertomorrow	p o i m ɨ i n e
3873	wold-Romanian	yesterday	i e rʲ
3874	wold-Romanian	daybeforeyesterday	a l a l t ə i e rʲ
3875	wold-Romanian	hour	o r ə
3876	wold-Romanian	hour	tʃ e a s
3877	wold-Romanian	clock	tʃ e a s
3878	wold-Romanian	week	s ə p t ə m ɨ n ə
3879	wold-Romanian	sunday	d u m i n i k ə
3880	wold-Romanian	monday	l u nʲ
3881	wold-Romanian	tuesday	m a r tsʲ
3882	wold-Romanian	wednesday	m i e r k u rʲ
3883	wold-Romanian	thursday	ʒ o i
3884	wold-Romanian	friday	v i n e rʲ
3885	wold-Romanian	saturday	s ɨ m b ə t ə
3886	wold-Romanian	month	l u n ə
3887	wold-Romanian	year	a n
3888	wold-Romanian	winter	i a r n ə
3889	wold-Romanian	springtime	p r i m ə v a r ə
3890	wold-Romanian	summer	v a r ə
3891	wold-Romanian	autumn	t o a m n ə
3892	wold-Romanian	season	a n o t i m p
3893	wold-Romanian	smellstink	a + m i r o sʲ
3894	wold-Romanian	wrinkled	z b ɨ r tʃ i t
3895	wold-Romanian	wrinkled	k u t a t
3896	wold-Romanian	wrinkled	r i d a t
3897	wold-Romanian	sniff	a + a d u l m e k a
3898	wold-Romanian	smellperceive	a + m i r o sʲ
3899	wold-Romanian	fragrant	ɨ n m i r e s m a t
3900	wold-Romanian	fragrant	p a r f u m a t
3901	wold-Romanian	stinking	p u t u r o s
3902	wold-Romanian	stinking	ɨ m p u ts i t
3903	wold-Romanian	tastesomething	a + g u s t a
3904	wold-Romanian	sweet	d u l tʃ e
3905	wold-Romanian	salty	s ə r a t
3906	wold-Romanian	bitter	a m a r
3907	wold-Romanian	sour	a k r u
3908	wold-Romanian	brackish	s ə l tʃ i u
3909	wold-Romanian	hear	a + a u zʲ
3910	wold-Romanian	listen	a + a s k u l t a
3911	wold-Romanian	soundornoise	s u n e t
3912	wold-Romanian	soundornoise	z g o m o t
3913	wold-Romanian	loud	r ə s u n ə t o r
3914	wold-Romanian	loud	z g o m o t o s
3915	wold-Romanian	quiet	l i n i ʃ t i t
3916	wold-Romanian	see	a + v e d e a
3917	wold-Romanian	look	a + p r i vʲ
3918	wold-Romanian	show	a + a r ə t a
3919	wold-Romanian	shine	a + s t r ə l u tʃʲ
3920	wold-Romanian	bright	s t r ə l u tʃ i t o r
3921	wold-Romanian	color	k u l o a r e
3922	wold-Romanian	lightcolor	d e s k i s
3923	wold-Romanian	dark	ɨ n k i s
3924	wold-Romanian	dark	ɨ n t u n e k a t
3925	wold-Romanian	white	a l b
3926	wold-Romanian	black	n e g r u
3927	wold-Romanian	red	r o ʃ u
3928	wold-Romanian	blue	a l b a s t r u
3929	wold-Romanian	green	v e r d e
3930	wold-Romanian	yellow	g a l b e n
3931	wold-Romanian	touch	a + a t i ŋ g e
3932	wold-Romanian	pinch	a + tʃ i u pʲ
3933	wold-Romanian	pinch	a + p i ʃ k a
3934	wold-Romanian	feel	a + p i p ə i
3935	wold-Romanian	hard	t a r e
3936	wold-Romanian	soft	m o a l e
3937	wold-Romanian	rough	a s p r u
3938	wold-Romanian	smooth	n e t e d
3939	wold-Romanian	sharp	a s k u ts i t
3940	wold-Romanian	sharp	t ə i o s
3941	wold-Romanian	blunt	t o tʃ i t
3942	wold-Romanian	heavy	g r e u
3943	wold-Romanian	lightweight	u ʃ o r
3944	wold-Romanian	wet	u d
3945	wold-Romanian	dry	u s k a t
3946	wold-Romanian	dry	z b i tʃ i t
3947	wold-Romanian	hot	f i e r b i n t e
3948	wold-Romanian	hot	a r z ə t o r
3949	wold-Romanian	hot	d o g o r i t o r
3950	wold-Romanian	hot	t o r i d
3951	wold-Romanian	warm	k a l d
3952	wold-Romanian	cold	r e tʃ e
3953	wold-Romanian	clean	k u r a t
3954	wold-Romanian	dirty	m u r d a r
3955	wold-Romanian	soul	s u f l e t
3956	wold-Romanian	surprised	s u r p r i n s
3957	wold-Romanian	surprised	m i r a t
3958	wold-Romanian	surprised	u i m i t
3959	wold-Romanian	surprised	u l u i t
3960	wold-Romanian	goodluck	n o r o k
3961	wold-Romanian	goodluck	ʃ a n s ə
3962	wold-Romanian	badluck	g i n i o n
3963	wold-Romanian	badluck	n e n o r o k
3964	wold-Romanian	badluck	n e ʃ a n s ə
3965	wold-Romanian	happy	f e r i tʃ e
3966	wold-Romanian	happy	f e r i tʃ i t
3967	wold-Romanian	laugh	a + r ɨ d e
3968	wold-Romanian	smile	a + z ɨ m bʲ
3969	wold-Romanian	play	a + s e + ʒ u k a
3970	wold-Romanian	love	a + i u bʲ
3971	wold-Romanian	kiss	a + s ə r u t a
3972	wold-Romanian	embrace	a + ɨ m b r ə ts i ʃ a
3973	wold-Romanian	pain	d u r e r e
3974	wold-Romanian	grief	d o l i u
3975	wold-Romanian	grief	ʒ a l e
3976	wold-Romanian	grief	ʒ e l a n i e
3977	wold-Romanian	anxiety	g r i ʒ ə
3978	wold-Romanian	anxiety	n e l i n i ʃ t e
3979	wold-Romanian	anxiety	ɨ ŋ g r i ʒ i r e
3980	wold-Romanian	regret	a + r e g r e t a
3981	wold-Romanian	regret	a ʃ i + p ə r e a + r ə u
3982	wold-Romanian	pity	m i l ə
3983	wold-Romanian	pity	m i l o s t e n i e
3984	wold-Romanian	pity	k o m p ə t i m i r e
3985	wold-Romanian	pity	k o m p a s i u n e
3986	wold-Romanian	cry	a + p l ɨ ŋ g e
3987	wold-Romanian	tearofeye	l a k r i m ə
3988	wold-Romanian	groan	g e a m ə t
3989	wold-Romanian	hate	a + u r ɨ
3990	wold-Romanian	anger	m ɨ n i e
3991	wold-Romanian	anger	f u r i e
3992	wold-Romanian	anger	s u p ə r a r e
3993	wold-Romanian	envy	i n v i d i e
3994	wold-Romanian	envy	g e l o z i e
3995	wold-Romanian	envy	z u l i e
3996	wold-Romanian	envy	ʒ a l u z i e
3997	wold-Romanian	envy	t e m e r e
3998	wold-Romanian	envy	t e m u t
3999	wold-Romanian	shame	r u ʃ i n e
4000	wold-Romanian	proud	m ɨ n d r u
4001	wold-Romanian	proud	m ə r e ts
4002	wold-Romanian	dare	a + ɨ n d r ə z nʲ
4003	wold-Romanian	brave	v i t e a z
4004	wold-Romanian	brave	ɨ n d r ə z n e ts
4005	wold-Romanian	brave	d ɨ r z
4006	wold-Romanian	brave	k u r a ʒ o s
4007	wold-Romanian	brave	t e m e r a r
4008	wold-Romanian	fearfright	f r i k ə
4009	wold-Romanian	fearfright	t e a m ə
4010	wold-Romanian	fearfright	t e m e r e
4011	wold-Romanian	fearfright	t e m u t
4012	wold-Romanian	danger	p e r i k o l
4013	wold-Romanian	danger	p r i m e ʒ d i e
4014	wold-Romanian	want	a + v r e a
4015	wold-Romanian	want	a + v o i
4016	wold-Romanian	choose	a + a l e dʒ
4017	wold-Romanian	hopesomething	a + s p e r a
4018	wold-Romanian	hopesomething	a + n ə d ə ʒ d u i
4019	wold-Romanian	faithful	k r e d i n tʃ i o s
4020	wold-Romanian	faithful	d e v o t a t
4021	wold-Romanian	faithful	f i d e l
4022	wold-Romanian	true	a d e v ə r a t
4023	wold-Romanian	true	v e r i d i k
4024	wold-Romanian	true	r e a l
4025	wold-Romanian	liemislead	a + m i n tsʲ
4026	wold-Romanian	deceit	ɨ n ʃ e l ə tʃ i u n e
4027	wold-Romanian	deceit	f r a u d ə
4028	wold-Romanian	forgive	a + i e r t a
4029	wold-Romanian	good	b u n
4030	wold-Romanian	bad	r ə u
4031	wold-Romanian	correctright	k o r e k t
4032	wold-Romanian	correctright	ʒ u s t
4033	wold-Romanian	wrong	f a l s
4034	wold-Romanian	wrong	g r e ʃ i t
4035	wold-Romanian	fault	v i n ə
4036	wold-Romanian	fault	k u l p ə
4037	wold-Romanian	mistake	g r e ʃ e a l ə
4038	wold-Romanian	blame	r e p r o ʃ
4039	wold-Romanian	blame	ɨ n v i n u i r e
4040	wold-Romanian	blame	d o ʒ a n ə
4041	wold-Romanian	blame	m u s t r a r e
4042	wold-Romanian	praise	l a u d ə
4043	wold-Romanian	praise	e l o dʒ u
4044	wold-Romanian	beautiful	f r u m o s
4045	wold-Romanian	ugly	u r ɨ t
4046	wold-Romanian	ugly	h ɨ d
4047	wold-Romanian	ugly	s l u t
4048	wold-Romanian	ugly	h i d o s
4049	wold-Romanian	greedy	l a k o m
4050	wold-Romanian	greedy	a v i d
4051	wold-Romanian	clever	d e ʃ t e p t
4052	wold-Romanian	mind	m i n t e
4053	wold-Romanian	thinkreflect	a + g ɨ n dʲ
4054	wold-Romanian	thinkbelieve	a + s o k o tʲ
4055	wold-Romanian	believe	a + k r e d e
4056	wold-Romanian	understand	a + ɨ n ts e l e dʒ
4057	wold-Romanian	understand	a + p r i tʃ e p e
4058	wold-Romanian	knowsomething	a + ʃ tʲ
4059	wold-Romanian	knowsomething	a + k u n o a ʃ t e
4060	wold-Romanian	guess	a + g i tʃʲ
4061	wold-Romanian	imitate	a + i m i t a
4062	wold-Romanian	seem	a + p ə r e a
4063	wold-Romanian	idea	i d e e
4064	wold-Romanian	idea	n o ts i u n e
4065	wold-Romanian	idea	ɨ n k i p u i r e
4066	wold-Romanian	wise	ɨ n ts e l e p t
4067	wold-Romanian	stupid	s t u p i d
4068	wold-Romanian	stupid	t ɨ m p i t
4069	wold-Romanian	stupid	p r o s t
4070	wold-Romanian	stupid	i d i o t
4071	wold-Romanian	mad	n e b u n
4072	wold-Romanian	mad	a l i e n a t
4073	wold-Romanian	mad	d e m e n t
4074	wold-Romanian	learn	a + ɨ n v ə ts a
4075	wold-Romanian	study	a + s t u d i a
4076	wold-Romanian	study	a + ɨ n v ə ts a
4077	wold-Romanian	study	a + s e + i n s t r u i
4078	wold-Romanian	teach	a + ɨ n v ə ts a
4079	wold-Romanian	teach	a + p r e d a
4080	wold-Romanian	pupilstudent	e l e v
4081	wold-Romanian	pupilstudent	ʃ k o l a r
4082	wold-Romanian	pupilstudent	u tʃ e n i k
4083	wold-Romanian	teacher	p r o f e s o r
4084	wold-Romanian	teacher	d a s k ə l
4085	wold-Romanian	teacher	ɨ n v ə ts ə t o r
4086	wold-Romanian	school	ʃ k o a l ə
4087	wold-Romanian	remember	a + ʃ i + a m i n tʲ
4088	wold-Romanian	remember	a ʃ i + a d u tʃ e + a m i n t e
4089	wold-Romanian	forget	a + u i t a
4090	wold-Romanian	clear	k l a r
4091	wold-Romanian	clear	l ə m u r i t
4092	wold-Romanian	clear	l i m p e d e
4093	wold-Romanian	clear	d e s l u ʃ i t
4094	wold-Romanian	obscure	n e k l a r
4095	wold-Romanian	obscure	o b s k u r
4096	wold-Romanian	obscure	n e l ə m u r i t
4097	wold-Romanian	obscure	n e d e s l u ʃ i t
4098	wold-Romanian	secret	s e k r e t
4099	wold-Romanian	secret	k l a n d e s t i n
4100	wold-Romanian	secret	n e m ə r t u r i sʲ
4101	wold-Romanian	certain	tʃ e r t
4102	wold-Romanian	certain	s i g u r
4103	wold-Romanian	certain	n e ɨ n d o i o s
4104	wold-Romanian	explain	a + l ə m u rʲ
4105	wold-Romanian	explain	a + e k s p l i k a
4106	wold-Romanian	intention	i n t e n ts i e
4107	wold-Romanian	intention	s k o p
4108	wold-Romanian	intention	ts e l
4109	wold-Romanian	cause	k a u z ə
4110	wold-Romanian	cause	m o t i v
4111	wold-Romanian	doubt	ɨ n d o i a l ə
4112	wold-Romanian	doubt	b ə n u i a l ə
4113	wold-Romanian	suspect	a + s u s p e k t a
4114	wold-Romanian	suspect	a + b ə n u i
4115	wold-Romanian	betray	t r ə d a
4116	wold-Romanian	neednoun	n e v o i e
4117	wold-Romanian	neednoun	n e tʃ e s i t a t e
4118	wold-Romanian	easy	u ʃ o r
4119	wold-Romanian	easy	f a tʃ i l
4120	wold-Romanian	difficult	g r e u
4121	wold-Romanian	difficult	d i f i tʃ i l
4122	wold-Romanian	try	a + ɨ n tʃ e r k a
4123	wold-Romanian	manner	m o d
4124	wold-Romanian	manner	f e l
4125	wold-Romanian	manner	m a n i e r ə
4126	wold-Romanian	and	ʃ i
4127	wold-Romanian	because	p e n t r u + k ə
4128	wold-Romanian	because	f i j n d k ə
4129	wold-Romanian	if	d a k ə
4130	wold-Romanian	or	s a u
4131	wold-Romanian	yes	d a
4132	wold-Romanian	no	n u
4133	wold-Romanian	how	k u m
4134	wold-Romanian	howmanypieces	k ɨ tsʲ
4135	wold-Romanian	howmuch	k ɨ t
4136	wold-Romanian	what	tʃ e
4137	wold-Romanian	when	k ɨ n d
4138	wold-Romanian	where	u n d e
4139	wold-Romanian	which	k a r e
4140	wold-Romanian	who	tʃ i n e
4141	wold-Romanian	why	d e + tʃ e
4142	wold-Romanian	voice	g l a s
4143	wold-Romanian	voice	v o tʃ e
4144	wold-Romanian	sing	a + k ɨ n t a
4145	wold-Romanian	shout	a + s t r i g a
4146	wold-Romanian	whisper	a + ʃ o p o tʲ
4147	wold-Romanian	mumble	a + m o r m ə i
4148	wold-Romanian	mumble	a + m u r m u r a
4149	wold-Romanian	mumble	a + m o l f ə i
4150	wold-Romanian	whistle	a + ʃ u i e r a
4151	wold-Romanian	whistle	a + f l u i e r a
4152	wold-Romanian	shriek	a + ts i p a
4153	wold-Romanian	shriek	a + z b i e r a
4154	wold-Romanian	shriek	a + r ə k nʲ
4155	wold-Romanian	howl	a + u r l a
4156	wold-Romanian	speak	a + v o r bʲ
4157	wold-Romanian	stutter	a + b ɨ l b ɨ i
4158	wold-Romanian	say	a + s p u n e
4159	wold-Romanian	say	a + z i tʃ e
4160	wold-Romanian	tell	a + p o v e s tʲ
4161	wold-Romanian	speech	d i s k u r s
4162	wold-Romanian	speech	k u v ɨ n t a r e
4163	wold-Romanian	besilent	a + t ə tʃ e a
4164	wold-Romanian	language	l i m b ə
4165	wold-Romanian	language	l i m b a ʒ
4166	wold-Romanian	word	v o r b ə
4167	wold-Romanian	word	k u v ɨ n t
4168	wold-Romanian	name	n u m e
4169	wold-Romanian	askinquire	a + ɨ n t r e b a
4170	wold-Romanian	answer	a + r ə s p u n d e
4171	wold-Romanian	admit	a + m ə r t u r i sʲ
4172	wold-Romanian	deny	t ə g ə d u i
4173	wold-Romanian	deny	a + n e g a
4174	wold-Romanian	askrequest	a + tʃ e r e
4175	wold-Romanian	askrequest	a + r u g a
4176	wold-Romanian	promise	a + p r o m i t e
4177	wold-Romanian	promise	f ə g ə d u i
4178	wold-Romanian	refuse	a + r e f u z a
4179	wold-Romanian	refuse	a + r e s p i ŋ g e
4180	wold-Romanian	forbid	a + i n t e r z i tʃ e
4181	wold-Romanian	forbid	a + p r o h i bʲ
4182	wold-Romanian	forbid	a + o p rʲ
4183	wold-Romanian	scold	a + tʃ e r t a
4184	wold-Romanian	scold	a + m u s t r a
4185	wold-Romanian	scold	a + d o ʒ e nʲ
4186	wold-Romanian	scold	a + o k ə r ɨ
4187	wold-Romanian	call	a + k e m a
4188	wold-Romanian	call	a + s t r i g a
4189	wold-Romanian	callbyname	a + k e m a
4190	wold-Romanian	callbyname	a + n u mʲ
4191	wold-Romanian	announce	a + a n u n ts a
4192	wold-Romanian	announce	a + v e s tʲ
4193	wold-Romanian	threaten	a + a m e n i n ts a
4194	wold-Romanian	boast	a + s e + l ə u d a
4195	wold-Romanian	boast	a + s e + f ə lʲ
4196	wold-Romanian	boast	a + s e + m ɨ n d rʲ
4197	wold-Romanian	write	a + s k r i e
4198	wold-Romanian	read	a + tʃ i tʲ
4199	wold-Romanian	paper	h ɨ r t i e
4200	wold-Romanian	pen	s t i l o u
4201	wold-Romanian	pen	p i k
4202	wold-Romanian	pen	p a n ə
4203	wold-Romanian	book	k a r t e
4204	wold-Romanian	poet	p o e t
4205	wold-Romanian	flute	f l u i e r
4206	wold-Romanian	flute	f l a u t
4207	wold-Romanian	drum	d o b ə
4208	wold-Romanian	brassinstrumenthornortrumpet	t r o m p e t ə
4209	wold-Romanian	brassinstrumenthornortrumpet	t r ɨ m b i ts ə
4210	wold-Romanian	brassinstrumenthornortrumpet	g o a r n ə
4211	wold-Romanian	rattle	h u r u i t o a r e
4212	wold-Romanian	country	ts a r ə
4213	wold-Romanian	nativecountry	p a t r i e
4214	wold-Romanian	town	o r a ʃ
4215	wold-Romanian	village	s a t
4216	wold-Romanian	village	k ə t u n
4217	wold-Romanian	boundary	g r a n i ts ə
4218	wold-Romanian	people	n e a m
4219	wold-Romanian	people	p o p o r
4220	wold-Romanian	clan	k l a n
4221	wold-Romanian	chieftain	k ə p e t e n i e
4222	wold-Romanian	chieftain	ʃ e f
4223	wold-Romanian	walkingstick	t o i a g
4224	wold-Romanian	rule	a + d o m nʲ
4225	wold-Romanian	rule	a + g u v e r n a
4226	wold-Romanian	rule	a + s t ə p ɨ nʲ
4227	wold-Romanian	king	r e dʒ
4228	wold-Romanian	queen	r e dʒ n ə
4229	wold-Romanian	noble	a r i s t o k r a t
4230	wold-Romanian	citizen	tʃ e t ə ts e a n
4231	wold-Romanian	master	d o m n
4232	wold-Romanian	master	s t ə p ɨ n
4233	wold-Romanian	slave	r o b
4234	wold-Romanian	slave	s k l a v
4235	wold-Romanian	servant	s l u g ə
4236	wold-Romanian	servant	s e r v i t o r
4237	wold-Romanian	freeman	o m + l i b e r
4238	wold-Romanian	command	a + k o m a n d a
4239	wold-Romanian	command	a + o r d o n a
4240	wold-Romanian	command	a + p o r u n tʃʲ
4241	wold-Romanian	obey	a + s e + s u p u n e
4242	wold-Romanian	permit	a + p e r m i t e
4243	wold-Romanian	permit	a + d a + v o i e
4244	wold-Romanian	friend	p r i e t e n
4245	wold-Romanian	friend	a m i k
4246	wold-Romanian	enemy	d u ʃ m a n
4247	wold-Romanian	enemy	v r ə ʒ m a ʃ
4248	wold-Romanian	enemy	i n i m i k
4249	wold-Romanian	neighbour	v e tʃ i n
4250	wold-Romanian	stranger	s t r ə i n
4251	wold-Romanian	guest	m u s a f i r
4252	wold-Romanian	guest	o a s p e t e
4253	wold-Romanian	host	g a z d ə
4254	wold-Romanian	host	a m f i t r i o n
4255	wold-Romanian	help	a + a ʒ u t a
4256	wold-Romanian	prevent	a + ɨ m p i e d i k a
4257	wold-Romanian	prevent	a + p o t i k nʲ
4258	wold-Romanian	custom	o b i tʃ e i
4259	wold-Romanian	custom	d a t i n ə
4260	wold-Romanian	custom	t r a d i ts i e
4261	wold-Romanian	quarrel	tʃ e a r t ə
4262	wold-Romanian	quarrel	s f a d ə
4263	wold-Romanian	quarrel	g ɨ l tʃ e a v ə
4264	wold-Romanian	plot	k o n s p i r a ts i e
4265	wold-Romanian	plot	k o m p l o t
4266	wold-Romanian	plot	k o n ʒ u r a ts i e
4267	wold-Romanian	meet	a + s e + ɨ n t ɨ l nʲ
4268	wold-Romanian	prostitute	k u r v ə
4269	wold-Romanian	prostitute	p r o s t i t u a t ə
4270	wold-Romanian	fight	a + l u p t a
4271	wold-Romanian	fight	a + s e + r ə z b o i
4272	wold-Romanian	battle	r ə z b o i
4273	wold-Romanian	battle	l u p t ə
4274	wold-Romanian	peace	p a tʃ e
4275	wold-Romanian	army	a r m a t ə
4276	wold-Romanian	army	a r m i e
4277	wold-Romanian	army	o a s t e
4278	wold-Romanian	soldier	s o l d a t
4279	wold-Romanian	soldier	r ə z b o i n i k
4280	wold-Romanian	soldier	o s t a ʃ
4281	wold-Romanian	weapons	a r m e
4282	wold-Romanian	club	g i o a g ə
4283	wold-Romanian	club	m ə tʃ i u k ə
4284	wold-Romanian	club	b ɨ t ə
4285	wold-Romanian	battleaxe	b a l t a g
4286	wold-Romanian	sling	p r a ʃ t i e
4287	wold-Romanian	bow	a r k
4288	wold-Romanian	arrow	s ə dʒ a t ə
4289	wold-Romanian	spear	s u l i ts ə
4290	wold-Romanian	spear	l a n tʃ e
4291	wold-Romanian	sword	s p a d ə
4292	wold-Romanian	sword	s a b i e
4293	wold-Romanian	gun	p u ʃ k ə
4294	wold-Romanian	armour	a r m u r ə
4295	wold-Romanian	armour	a r m a t u r ə
4296	wold-Romanian	helmet	k a s k ə
4297	wold-Romanian	helmet	k o i f
4298	wold-Romanian	shield	s k u t
4299	wold-Romanian	shield	p a v ə z ə
4300	wold-Romanian	fortress	tʃ e t a t e
4301	wold-Romanian	fortress	f o r t ə r e a ts ə
4302	wold-Romanian	tower	t u r n
4303	wold-Romanian	victory	i z b ɨ n d ə
4304	wold-Romanian	victory	b i r u i n ts ə
4305	wold-Romanian	victory	v i k t o r i e
4306	wold-Romanian	defeat	ɨ n f r ɨ ŋ g e r e
4307	wold-Romanian	attack	a t a k
4308	wold-Romanian	defend	a + a p ə r a
4309	wold-Romanian	retreat	a + r e t r a dʒ
4310	wold-Romanian	surrender	a + k a p i t u l a
4311	wold-Romanian	prisoner	k a p t i v
4312	wold-Romanian	prisoner	p r i n s
4313	wold-Romanian	prisoner	p r i z o n i e r
4314	wold-Romanian	guard	p a z n i k
4315	wold-Romanian	guard	s t r a ʒ ə
4316	wold-Romanian	guard	g a r d i a n
4317	wold-Romanian	booty	p r a d ə
4318	wold-Romanian	booty	k a p t u r ə
4319	wold-Romanian	ambush	a m b u s k a d ə
4320	wold-Romanian	fisherman	p e s k a r
4321	wold-Romanian	fishhook	k ɨ r l i g + d e + u n d i ts ə
4322	wold-Romanian	fishingline	s f o a r ə + d e + u n d i ts ə
4323	wold-Romanian	fishnet	n ə v o d
4324	wold-Romanian	fishtrap	v ɨ r ʃ ə
4325	wold-Romanian	bait	m o m e a l ə
4326	wold-Romanian	bait	n a d ə
4327	wold-Romanian	hunt	a + v ɨ n a
4328	wold-Romanian	shoot	a + ɨ m p u ʃ k a
4329	wold-Romanian	missatarget	a + r a t a
4330	wold-Romanian	trappitfall	k a p k a n ə
4331	wold-Romanian	trappitfall	k u r s ə
4332	wold-Romanian	trapcatch	a + p r i n d e + ɨ n + k u r s ə
4333	wold-Romanian	law	l e dʒ
4334	wold-Romanian	court	t r i b u n a l
4335	wold-Romanian	court	ʒ u d e k ə t o r i e
4336	wold-Romanian	at	l a
4337	wold-Romanian	adjudicate	a + ʒ u d e k a
4338	wold-Romanian	judgment	ʒ u d e k a t ə
4339	wold-Romanian	judgment	s e n t i n ts ə
4340	wold-Romanian	judge	ʒ u d e k ə t o r
4341	wold-Romanian	plaintiff	r e k l a m a n t
4342	wold-Romanian	defendant	p ɨ r ɨ t
4343	wold-Romanian	witness	m a r t o r
4344	wold-Romanian	swear	a + ʒ u r a
4345	wold-Romanian	oath	ʒ u r
4346	wold-Romanian	oath	ʒ u r ə m ɨ n t
4347	wold-Romanian	oath	s u d a l m ə
4348	wold-Romanian	accuse	a + a k u z a
4349	wold-Romanian	accuse	a + ɨ n v i n u i
4350	wold-Romanian	accuse	a + i n k u l p a
4351	wold-Romanian	accuse	a + ɨ n v i n o v ə tsʲ
4352	wold-Romanian	condemn	a + k o n d a m n a
4353	wold-Romanian	convict	a + d e k l a r a + v i n o v a t
4354	wold-Romanian	acquit	a + a k i t a
4355	wold-Romanian	guilty	v i n o v a t
4356	wold-Romanian	innocent	i n o tʃ e n t
4357	wold-Romanian	innocent	n e v i n o v a t
4358	wold-Romanian	punishment	p e d e a p s ə
4359	wold-Romanian	finepenalty	a m e n d ə
4360	wold-Romanian	prison	ɨ n k i s o a r e
4361	wold-Romanian	prison	t e m n i ts ə
4362	wold-Romanian	prison	p u ʃ k ə r i e
4363	wold-Romanian	murder	o m o r
4364	wold-Romanian	murder	a s a s i n a t
4365	wold-Romanian	murder	o m u tʃ i d e r e
4366	wold-Romanian	murder	k r i m ə
4367	wold-Romanian	adultery	a d u l t e r
4368	wold-Romanian	rape	v i o l
4369	wold-Romanian	rape	v i o l a r e
4370	wold-Romanian	arson	i n tʃ e n d i e r e
4371	wold-Romanian	perjury	s p e r ʒ u r
4372	wold-Romanian	steal	a + f u r a
4373	wold-Romanian	thief	h o ts
